Country,Year,AvgTemp_Country,co2,co2_per_capita
Bangladesh,1971,24.842324561403505,3.606,0.051
Switzerland,1976,7.957433333333332,40.435,6.416
Equatorial Guinea,1978,25.366250000000004,0.07,0.252
Equatorial Guinea,2004,25.945958333333333,6.137,6.82
Lebanon,1985,19.29963888888889,7.765,2.413
Mozambique,1989,23.780326388888895,1.035,0.08
Serbia,2013,12.802729166666666,44.576,6.126
Angola,1990,22.333861111111112,5.09,0.438
Somalia,1989,26.4816,0.952,0.134
Norway,1966,2.796583333333333,19.54,5.207
Nepal,1970,18.37322619047619,0.227,0.018
Nepal,1978,17.941547619047622,0.329,0.022
Congo,1969,24.215666666666664,0.502,0.37
Gambia,1963,25.49933333333333,0.029,0.068
Gambia,1991,25.568083333333337,0.198,0.18
Hungary,1962,9.471064814814815,50.545,5.025
Hungary,2001,10.61114814814815,59.828,5.885
Burundi,1964,20.807636363636362,0.048,0.016
Burundi,1985,20.986083333333333,0.231,0.046
Zimbabwe,1971,19.856369047619047,8.733,1.625
Bulgaria,1989,11.25575,86.467,9.676
Bulgaria,2010,11.886059523809523,47.816,6.429
Haiti,1973,26.657399999999996,0.421,0.086
Honduras,1989,24.271166666666673,2.68,0.554
Honduras,2002,24.765066666666666,5.945,0.857
Honduras,2004,24.73086666666667,7.194,0.986
Bolivia,1972,11.787444444444443,3.568,0.743
Bolivia,1981,11.478569444444444,4.784,0.812
Guinea,1966,25.674104166666666,0.718,0.181
Ireland,1967,9.239625000000002,16.395,5.643
Ireland,1990,10.07125,32.945,9.375
Qatar,1987,27.426583333333337,11.486,28.93
Tajikistan,1997,10.229958333333334,2.15,0.35
Guatemala,1963,19.258416666666662,1.52,0.342
Guatemala,1964,19.504749999999998,1.769,0.387
Guatemala,1971,19.403666666666663,2.439,0.44
Guatemala,1991,19.91258333333333,4.756,0.513
Guatemala,1995,19.977666666666664,7.085,0.687
Finland,1973,4.376399999999999,49.32,10.57
Sierra Leone,1977,25.991708333333335,0.513,0.166
Sierra Leone,1982,25.851375000000004,0.553,0.162
Botswana,2009,19.246583333333334,3.855,1.937
Guyana,2009,27.668666666666667,1.905,2.533
Austria,1970,6.019050000000001,50.672,6.787
Uganda,1988,24.47658333333334,0.863,0.052
Armenia,1979,9.951333333333334,7.444,2.418
Armenia,1980,9.138083333333334,7.735,2.489
Jordan,1981,18.802583333333335,5.849,2.515
Jordan,1999,19.731,14.467,2.742
Djibouti,1970,29.33675,0.139,0.959
Djibouti,1979,29.365333333333336,0.363,1.191
Sudan,1974,27.80610924369748,5.221,0.384
Lithuania,1974,7.187183333333335,29.785,9.119
Lithuania,1980,5.3547166666666675,36.614,10.679
Lithuania,2004,7.022616666666667,13.254,3.925
Lithuania,2009,7.297383333333334,12.829,4.056
Rwanda,2005,20.32345454545455,0.514,0.057
Jamaica,1989,26.74208333333333,6.724,2.847
Togo,1981,27.001,0.706,0.234
Gabon,1982,25.789166666666663,6.544,8.29
Slovenia,1982,10.110583333333333,13.51,7.044
Slovenia,1998,10.416333333333336,16.045,8.103
Bahrain,1985,26.136166666666668,10.186,23.668
Liberia,1971,25.5455,1.524,1.013
Mauritania,1988,27.413083333333333,3.184,1.716
Mauritania,1999,27.225500000000007,1.096,0.431
Panama,1972,27.139,3.502,2.189
Suriname,1971,26.276416666666663,1.715,4.375
Cambodia,2011,27.371166666666667,5.271,0.358
Papua New Guinea,1995,25.435999999999996,2.052,0.442
Papua New Guinea,2006,25.044416666666667,5.051,0.749
Iceland,1988,1.313583333333333,1.841,7.372
Croatia,1974,10.987638888888888,14.335,3.162
Costa Rica,1992,25.577333333333332,3.735,1.137
South Korea,1965,10.614333333333333,24.978,0.853
South Korea,1995,11.268666666666666,383.665,8.457
Hong Kong,1980,21.862916666666663,16.6,3.345
Hong Kong,1987,22.379500000000004,28.086,5.119
Georgia,1960,9.039666666666667,5.268,1.3
Georgia,1965,8.331916666666666,6.944,1.568
Georgia,2009,9.668583333333332,6.171,1.575
Laos,1998,25.455583333333326,0.82,0.156
Denmark,1966,7.3660000000000005,50.086,10.441
Denmark,1970,7.129375,62.043,12.588
Denmark,1999,9.223374999999999,58.653,11.021
Turkey,1979,14.088552287581699,75.139,1.688
China,1960,13.151339920948624,798.811,1.22
China,2011,13.355871485061515,9520.153,6.999
Germany,2005,9.539522633744859,867.88,10.578
Iran,1980,15.836677002583986,120.695,3.029
Iran,1992,14.161855878634645,228.194,3.73
Canada,1970,4.914656666666667,341.232,15.916
United Kingdom,1960,9.512675245098038,583.903,11.114
United Kingdom,1976,9.780703431372546,598.533,10.65
Saudi Arabia,1998,26.03561904761905,218.915,14.67
Japan,1961,14.510362857142853,283.131,2.912
India,1961,25.32585826939471,120.399,0.27
Benin,1975,26.730319444444447,0.443,0.129
Benin,1982,27.099791666666665,0.443,0.106
Benin,2012,27.688984615384616,4.403,0.423
United Arab Emirates,1962,26.124454545454547,0.018,0.126
United Arab Emirates,1978,26.89041666666667,44.769,55.319
Mexico,1987,19.997780927835052,305.79,3.914
Venezuela,1982,25.76052708333333,93.249,5.784
Ethiopia,1970,20.720870370370374,1.652,0.059
Ethiopia,1975,20.435555555555553,1.209,0.038
Ethiopia,1981,20.74145370370371,1.86,0.053
Australia,2008,17.282660714285715,404.279,18.918
Yemen,1963,25.946916666666667,2.917,0.493
Yemen,1965,25.326833333333337,3.928,0.634
Morocco,1968,17.43798333333333,5.62,0.392
Libya,1960,20.770741666666666,0.692,0.464
Libya,1985,20.366775,31.002,7.952
Libya,1996,20.458017241379313,53.952,10.818
Brazil,2008,22.629979537703683,412.638,2.168
Syria,1965,18.298892857142857,3.672,0.676
Syria,2008,19.358726190476187,68.084,3.147
Syria,2011,18.71978571428572,59.078,2.582
Egypt,1969,22.221850877192985,19.665,0.582
Egypt,1986,21.86337719298246,73.378,1.406
Portugal,1996,15.362678571428571,51.8,5.145
Ecuador,1972,21.36247435897436,4.589,0.703
Ecuador,1982,21.3278717948718,19.249,2.235
Italy,1997,13.71198611111111,448.571,7.844
Uzbekistan,1973,12.565572916666666,70.769,5.515
Uzbekistan,1980,12.942270833333334,89.878,5.754
Uzbekistan,2007,13.503729166666666,123.823,4.573
Philippines,1961,26.821210256410254,8.713,0.303
Philippines,1983,27.207823076923063,35.189,0.674
Chile,1971,11.637819444444446,27.056,2.703
El Salvador,1968,25.119083333333332,1.26,0.362
Romania,1994,10.75146,120.868,5.311
Romania,2006,9.604773333333338,104.29,4.958
Peru,2011,17.082835877862596,42.327,1.444
Colombia,1997,23.602865384615384,65.096,1.754
Turkmenistan,2001,16.116111111111113,34.034,7.279
Turkmenistan,2008,15.338166666666666,59.438,11.12
Israel,2012,20.35098148148148,74.781,9.83
Eritrea,1997,24.322,0.768,0.357
New Zealand,1984,13.429962962962964,19.337,5.95
New Zealand,1988,13.710675925925928,25.446,7.674
Vietnam,1986,25.128627777777773,20.585,0.341
Cameroon,1985,24.71071348314607,6.471,0.663
Iraq,1973,20.1725625,30.613,2.836
Argentina,1969,17.64259375,77.249,3.286
Azerbaijan,1982,10.963083333333332,46.436,7.153
Moldova,1960,9.676027777777778,14.985,4.871
Mali,1971,27.728194444444444,0.227,0.036
Thailand,1973,27.15968650793651,24.357,0.625
Bangladesh,1983,25.296057017543855,8.188,0.086
Bangladesh,2003,25.485855263157895,33.496,0.238
Switzerland,1993,8.112533333333335,43.61,6.286
Equatorial Guinea,1964,25.170916666666667,0.026,0.088
Equatorial Guinea,1965,25.189750000000004,0.029,0.098
Cuba,1987,26.14482142857143,33.933,3.283
Lebanon,1970,19.326166666666666,3.941,1.652
Lebanon,1995,19.159138888888886,12.255,3.094
Lebanon,2005,19.50391666666667,16.65,3.565
Mozambique,2012,24.02785106382978,3.052,0.125
Angola,1994,22.08569444444445,11.353,0.857
Angola,1995,22.838416666666667,12.617,0.921
Somalia,1965,26.106366666666666,0.132,0.04
Norway,1985,2.746541666666667,32.286,7.775
Norway,2008,5.3111875,44.692,9.373
Nepal,2003,18.73711904761905,2.81,0.109
Malawi,1972,21.407833333333333,0.546,0.112
Burkina Faso,2005,29.003666666666664,1.104,0.079
Slovakia,1973,8.822958333333332,52.476,11.3
Congo,1979,24.335583333333332,0.348,0.195
Belarus,1962,6.112760416666667,43.63,5.179
Gambia,1989,25.549083333333332,0.18,0.178
Hungary,1980,8.999879629629628,86.697,8.106
Hungary,1989,10.705537037037038,75.909,7.297
Burundi,1981,21.127750000000002,0.158,0.035
Burundi,1991,20.974000000000004,0.238,0.042
Zimbabwe,1960,19.873940476190477,5.943,1.56
Zimbabwe,1986,19.92282142857143,13.068,1.455
Sri Lanka,1972,26.95228703703704,3.532,0.276
Zambia,1993,21.393098901098906,2.466,0.294
Honduras,1995,25.106949999999994,3.836,0.668
Taiwan,2001,22.56982500000001,231.431,10.31
Taiwan,2007,22.824252777777772,280.08,12.174
Taiwan,2013,22.695583333333335,274.576,11.726
Ireland,1963,8.501124999999998,13.447,4.73
Senegal,1970,26.59217708333333,1.307,0.293
Latvia,1993,5.684666666666668,11.922,4.65
Qatar,1962,26.475909090909088,0.191,4.267
Albania,1971,15.451833333333335,4.348,1.945
Tajikistan,1967,8.940166666666668,6.833,2.565
Tajikistan,1989,8.904291666666667,12.856,2.441
Latvia,1970,4.944791666666667,15.779,6.693
Latvia,1984,6.113458333333334,23.952,9.346
Kenya,1993,20.553486111111113,6.312,0.251
Botswana,1995,19.956916666666668,3.045,2.031
Armenia,1963,9.053083333333332,3.682,1.791
Armenia,1998,10.282916666666667,3.419,1.066
Armenia,2002,9.409583333333334,3.077,1.007
Dominican Republic,1969,26.452314814814823,2.651,0.62
Jordan,1972,18.176333333333332,1.914,1.116
Jordan,1996,19.232583333333334,14.074,2.865
Lithuania,1969,4.957466666666667,23.247,7.491
Lithuania,1988,6.8685,36.467,9.929
Lithuania,1997,6.963833333333334,15.163,4.243
Lithuania,2012,6.913616666666667,14.054,4.703
Rwanda,1985,19.293833333333332,0.616,0.097
Jamaica,1996,26.767305555555556,9.688,3.837
Togo,1963,26.831708333333335,0.106,0.06
Togo,1986,26.790291666666665,0.848,0.239
Gabon,1963,26.270333333333337,0.073,0.138
Niger,1976,28.18669444444445,0.331,0.061
Niger,1989,27.709416666666666,1.034,0.129
Niger,1993,28.595083333333335,0.602,0.066
Lesotho,2013,14.025875,2.125,1.033
Chad,1969,27.488874999999997,0.161,0.044
Chad,1982,27.141999999999996,0.205,0.043
Bahamas,1984,24.98566666666667,1.854,7.449
Suriname,2013,27.171125,3.151,5.538
Papua New Guinea,2010,25.739750000000004,4.715,0.618
Croatia,1992,11.783333333333335,16.379,3.425
Croatia,1969,10.333305555555558,9.054,2.037
Oman,1977,26.201454545454546,8.5,9.938
Oman,2001,26.526750000000003,22.512,9.744
Costa Rica,1973,25.197916666666668,2.043,1.028
South Korea,1972,11.0115,60.247,1.775
South Korea,2001,11.597583333333333,455.631,9.685
Singapore,2010,27.6035,44.4,8.745
Estonia,2010,4.963333333333333,18.965,14.244
Mongolia,1969,-4.241083333333335,2.682,2.125
Mongolia,2001,-1.9820000000000002,7.804,3.15
Laos,1962,24.113916666666668,0.132,0.059
Laos,1990,24.525000000000002,0.513,0.119
Namibia,2008,20.233272727272723,2.858,1.396
Denmark,1968,8.073708333333334,53.28,10.952
Denmark,1969,7.605208333333333,59.35,12.133
Denmark,1978,7.801791666666666,61.028,11.956
Denmark,1984,8.337375000000002,50.784,9.935
Denmark,2001,8.626875,55.897,10.431
Turkey,1977,13.351794117647055,81.2,1.898
Turkey,2000,13.632496710526317,232.934,3.56
Kazakhstan,1979,5.05728888888889,221.657,14.798
Kazakhstan,1997,6.21886033519553,147.293,9.181
China,1979,13.275729148375776,1525.417,1.574
China,2010,13.49580536617549,8610.048,6.37
Nigeria,1969,26.963791208791204,12.1,0.221
Nigeria,1993,26.9080164835165,44.705,0.425
Nigeria,1994,26.732394688644682,80.36,0.745
Iran,1987,15.94360891719745,159.34,2.988
Iran,2002,16.43456944444445,397.031,5.838
Iran,2006,16.512968434343435,501.015,6.826
Iran,2009,16.355059343434345,543.406,7.107
Canada,1963,5.123349999999999,210.911,11.121
Canada,1982,4.778703333333333,414.455,16.486
Japan,2007,14.605408095238134,1298.974,10.141
India,1999,26.158037723785153,961.194,0.926
Benin,1963,27.248277777777766,0.121,0.046
United Arab Emirates,2011,28.24925,198.518,27.574
Venezuela,1996,26.020223382045923,118.347,5.222
Ghana,2006,27.151277777777775,8.523,0.37
Australia,1963,16.84101785714286,95.995,8.796
Yemen,2004,27.042499999999997,20.109,0.91
Indonesia,1960,26.299596551724118,21.385,0.242
Pakistan,1966,23.84804519774012,17.126,0.319
Pakistan,1981,24.520612994350294,34.233,0.399
France,1966,10.792314814814816,382.836,7.784
Libya,1984,19.79137288135593,28.276,7.493
Libya,1987,20.11856779661017,32.348,7.833
Brazil,1983,22.424491461100562,165.851,1.278
Syria,1990,18.643404761904762,37.265,2.962
Egypt,1979,22.464214912280703,42.662,0.996
Egypt,2003,22.51421052631579,149.954,1.926
Algeria,1983,18.365933333333334,52.074,2.533
Algeria,1986,18.02010344827586,75.382,3.314
Netherlands,1985,8.395104166666666,146.98,10.109
Malaysia,1978,26.838393229166666,23.26,1.887
Malaysia,1994,26.862270833333337,87.497,4.415
Portugal,2001,15.424309523809525,65.187,6.296
Ecuador,1983,21.785102564102562,19.517,2.208
Italy,1966,12.940609126984123,213.997,4.122
Italy,2002,13.839311507936504,477.136,8.309
Madagascar,2000,22.66798611111111,1.955,0.118
Chile,1974,11.553222222222225,25.878,2.463
Belgium,1962,8.792154761904763,98.026,10.635
Belgium,1996,9.138547619047618,129.503,12.75
Belgium,2008,10.747940476190475,120.204,11.224
El Salvador,1996,25.678444444444445,4.4,0.758
El Salvador,2001,25.826111111111103,5.829,0.977
Romania,1978,8.498029999999998,193.244,8.837
Peru,1986,16.879382575757578,21.775,1.082
Colombia,2013,23.54577049180328,86.445,1.873
Tanzania,1963,22.377609375000002,0.802,0.074
Tanzania,1972,22.744286458333335,2.164,0.149
Tanzania,1988,23.270083333333332,2.272,0.092
Tanzania,2008,23.052229166666667,5.989,0.141
Paraguay,2001,23.93733333333334,3.687,0.711
Greece,1994,17.518869047619052,86.429,8.258
Greece,2000,17.192095238095238,102.973,9.55
Cameroon,1961,24.501188888888883,0.282,0.054
Afghanistan,1982,13.617166666666664,2.095,0.191
Argentina,1982,17.6333125,103.388,3.574
Argentina,1994,18.00454947916667,118.507,3.424
Argentina,2005,17.478361979166664,161.728,4.124
Moldova,1989,10.35138888888889,38.141,8.592
Moldova,2004,9.649666666666667,4.613,1.14
Mali,1986,27.62211111111111,0.38,0.044
Mali,1992,27.807194444444445,0.463,0.048
Thailand,1966,27.474039682539686,9.471,0.295
Switzerland,1961,8.720316666666667,20.376,3.75
Switzerland,1989,8.721166666666667,39.389,5.925
Cuba,1976,25.733089285714282,27.197,2.842
Lebanon,1975,18.80438888888889,6.265,2.326
Lebanon,1978,19.296333333333333,5.496,1.947
Lebanon,2010,21.197472222222228,19.997,3.967
Serbia,1962,9.950083333333335,16.779,2.454
Serbia,1970,10.000625,31.562,4.309
Serbia,1980,9.320152777777778,47.741,6.124
Serbia,1981,9.99701388888889,51.955,6.637
Serbia,1991,9.650027777777776,40.577,5.158
Somalia,1976,26.595018181818183,0.48,0.11
Somalia,1978,26.780816666666663,0.557,0.116
Norway,1996,3.3696666666666673,41.54,9.482
Nepal,1966,18.67359523809524,0.191,0.017
Nepal,2008,18.702666666666662,3.355,0.124
Poland,1997,8.165640350877187,367.199,9.575
Poland,1998,8.589831140350878,338.98,8.845
Poland,1999,9.214081140350878,329.204,8.598
Ukraine,1988,7.926826388888888,727.528,14.065
Slovakia,1975,9.607208333333334,55.543,11.72
Slovakia,2013,11.0986875,35.622,6.584
Congo,1976,23.676999999999996,1.235,0.741
Gambia,1976,24.904083333333332,0.099,0.158
Zimbabwe,2011,20.366059523809525,10.363,0.762
Bulgaria,1961,11.271083333333335,25.945,3.268
Haiti,1970,26.534149999999997,0.384,0.083
Haiti,2006,27.313266666666667,1.746,0.189
Nicaragua,1980,27.16179166666667,2.022,0.622
Zambia,1996,21.63959375,1.838,0.204
Taiwan,1979,22.120113888888884,75.766,4.272
Taiwan,2000,22.44665833333333,226.934,10.161
Taiwan,2003,22.689549999999997,249.129,10.992
Bolivia,1988,11.992417910447761,4.294,0.628
Bolivia,1989,11.725985507246378,4.977,0.713
Bolivia,1990,11.927736111111109,10.018,1.405
Bolivia,1997,12.032128571428572,11.733,1.436
Guinea,1964,25.531229166666666,0.7,0.183
Guinea,1970,25.876833333333334,0.791,0.185
Latvia,1996,4.997625,9.212,3.748
Qatar,1960,27.096,0.176,4.882
Qatar,1982,26.310249999999996,12.342,39.614
Qatar,2007,28.227333333333334,59.53,49.255
Albania,1963,16.064916666666665,2.081,1.162
Tajikistan,2011,9.898083333333334,2.342,0.299
Kenya,1966,20.389333333333326,2.68,0.276
Guatemala,1965,19.41125,1.974,0.42
Guatemala,1983,19.94241666666667,3.158,0.426
Finland,1969,2.988166666666666,37.897,8.196
Finland,1970,3.3371166666666663,40.355,8.761
Sierra Leone,1963,25.959625000000003,0.37,0.155
Sierra Leone,1993,26.2255,0.264,0.063
Sweden,2001,6.529300000000001,55.782,6.27
Sweden,2004,6.8132166666666665,56.428,6.274
Guyana,2011,27.425583333333336,1.957,2.622
Austria,1969,6.072633333333333,44.675,6.004
Armenia,1984,8.861916666666666,7.935,2.461
Djibouti,1983,29.496999999999996,0.348,0.942
Djibouti,1996,29.453636363636363,0.304,0.469
Djibouti,2002,29.960818181818183,0.399,0.502
Djibouti,2009,29.70190909090909,0.443,0.486
Sudan,1964,27.540666666666663,1.708,0.179
Sudan,2010,29.463637931034484,15.07,0.426
Lithuania,2007,8.036800000000001,15.474,4.789
Togo,1988,27.11220833333333,0.963,0.256
Cyprus,1994,20.046166666666668,5.995,7.097
Cyprus,2008,20.40491666666667,8.692,7.966
Gabon,1983,26.06754166666667,5.509,6.792
Slovenia,1981,9.6775,14.726,7.692
Slovenia,1992,10.776333333333334,13.886,6.957
Niger,1988,28.298666666666666,0.983,0.126
Liberia,1976,25.476583333333334,1.476,0.859
Liberia,1989,26.096500000000006,0.66,0.262
Uruguay,1972,17.795374999999996,6.069,2.151
Uruguay,1975,17.855541666666667,5.962,2.076
Uruguay,1986,18.377416666666665,3.17,1.045
Chad,1963,27.2105,0.092,0.028
Bahamas,1975,25.52325,8.246,39.286
Bahamas,2013,25.88133333333333,1.993,5.26
Panama,1961,26.9375,1.344,1.159
Panama,1963,26.838833333333337,1.74,1.412
Suriname,1977,26.673333333333336,1.898,4.928
Cambodia,1982,27.22866666666667,0.337,0.062
Iceland,1972,2.6104999999999996,1.483,7.088
Iceland,2006,2.6509166666666664,3.154,10.38
Montenegro,1966,10.8155,0.828,1.627
Croatia,1979,10.914861111111112,18.238,3.942
Oman,1988,25.990333333333336,10.564,6.65
Laos,1963,24.179833333333335,0.147,0.065
Laos,1999,24.381666666666664,0.846,0.158
Laos,2000,24.34375,0.96,0.177
Laos,2005,24.909249999999997,1.337,0.228
Namibia,2000,20.255083333333335,1.718,0.945
Namibia,2007,20.492250000000002,2.327,1.153
Namibia,2010,20.924200000000003,2.788,1.322
Denmark,1972,8.1355,59.579,11.936
Denmark,1996,7.255125,74.9,14.231
Kazakhstan,2009,5.375572222222223,223.189,13.429
Kazakhstan,2010,5.597424581005586,248.093,14.735
China,1967,12.807796532045659,460.233,0.605
China,1974,12.769140347023939,1028.063,1.142
China,1981,13.01169620530817,1476.28,1.48
Germany,1977,9.114646090534977,1052.513,13.462
Nigeria,1965,26.546420714940425,11.75,0.235
Nigeria,1973,27.220438644688645,49.513,0.824
Nigeria,1976,26.566645604395596,55.157,0.845
Iran,1961,15.321507575757575,36.509,1.65
Iran,1991,15.540917929292933,223.042,3.718
Russia,1962,4.381254545454545,957.987,7.781
Saudi Arabia,1960,25.502253164556958,2.674,1.098
Japan,1978,13.980016666666666,905.088,7.764
United States,1968,14.124351815823607,3840.923,18.92
India,1998,26.2190831202046,875.783,0.86
Mexico,1994,20.79356099656357,351.534,3.938
Ghana,1960,26.50625,1.462,0.21
Ghana,1990,26.78464814814815,3.514,0.228
Ethiopia,1995,20.968981308411216,2.506,0.044
Ethiopia,1997,21.142123711340208,2.98,0.049
Australia,1974,16.931916666666666,166.183,12.113
Indonesia,1987,26.71230742659758,123.813,0.714
Indonesia,1999,26.46444680851065,291.771,1.37
Indonesia,2010,26.81902011494254,445.37,1.808
Morocco,1985,17.97225,17.682,0.8
Pakistan,1967,23.705265912305517,18.176,0.329
Pakistan,2000,25.157725988700562,103.94,0.671
Pakistan,2011,24.894475988700577,149.488,0.734
South Africa,1987,17.158685,328.672,8.805
Egypt,1981,21.809802631578954,50.58,1.12
Malaysia,1972,26.87897135416667,17.901,1.677
Portugal,2008,15.359988095238096,60.01,5.681
Ecuador,2010,21.348557692307693,36.469,2.419
Uzbekistan,1963,13.27983333333333,42.851,4.657
Philippines,1966,27.05442948717947,16.104,0.479
Philippines,1979,26.92141666666667,38.009,0.812
Belgium,1971,10.073988095238096,121.374,12.556
Belgium,1974,10.30233333333333,134.954,13.862
El Salvador,1960,25.408208333333334,0.619,0.222
El Salvador,1967,25.22684722222222,1.157,0.342
El Salvador,1973,25.67122222222222,1.967,0.499
Colombia,1960,22.797750000000004,16.39,1.05
Colombia,1977,23.235324786324785,39.244,1.609
Colombia,1999,22.703630341880345,55.286,1.438
Tanzania,1973,22.74332291666667,3.183,0.212
Tunisia,2010,20.186683333333335,27.9,2.591
Turkmenistan,1969,13.612571428571426,18.917,8.844
Israel,1968,19.40498148148149,13.794,5.214
Israel,1975,19.097231481481483,19.54,5.889
Eritrea,2008,25.229777777777777,0.398,0.141
Greece,1961,16.85502380952381,9.808,1.161
New Zealand,2010,13.86100925925926,34.787,8.001
Vietnam,1962,24.91038888888889,9.338,0.272
Vietnam,1990,25.4845,21.299,0.325
Vietnam,2000,25.196450000000006,53.935,0.699
Vietnam,2005,25.455241666666662,95.842,1.182
Cameroon,1976,24.61458888888889,1.089,0.143
Cameroon,1995,25.09158522727273,5.375,0.412
Azerbaijan,1981,12.385083333333332,45.573,7.137
Azerbaijan,1997,11.887583333333337,29.843,3.76
Moldova,1966,10.151694444444445,20.812,6.049
Moldova,2013,11.720708333333334,4.899,1.437
Bosnia And Herzegovina,2006,11.054666666666666,17.387,4.279
Bangladesh,1960,25.71417105263158,2.212,0.043
Switzerland,1972,7.414766666666667,42.916,6.854
Switzerland,2009,8.896216666666666,43.526,5.625
Equatorial Guinea,1981,25.160166666666665,0.07,0.23
Lebanon,1966,19.67988888888889,3.623,1.686
Lebanon,1968,19.16672222222222,3.693,1.63
Mozambique,2004,24.057791666666663,1.864,0.094
Mozambique,2011,24.160762237762242,3.107,0.131
Angola,1974,21.70345833333333,4.866,0.736
Angola,2013,22.920425,25.71,0.983
Norway,1963,3.3227499999999996,14.965,4.082
Nepal,1985,18.803321428571426,0.676,0.039
Poland,1966,8.407546052631579,252.424,7.996
Ukraine,1970,8.350729166666666,456.476,9.659
Slovakia,1988,9.206666666666665,57.92,11.075
Congo,2004,24.66433333333333,3.549,0.995
Congo,2005,24.70533333333334,4.352,1.177
Belarus,1974,7.070229166666667,79.583,8.589
Belarus,2003,7.012833333333332,55.236,5.635
Gambia,1962,25.418583333333334,0.026,0.061
Gambia,1977,25.6945,0.114,0.176
Gambia,1986,25.315250000000006,0.161,0.18
Hungary,1997,9.938703703703705,61.676,6.0
Burundi,1960,20.72458333333333,0.036,0.013
Burundi,1982,21.081583333333334,0.158,0.034
Burundi,1984,21.019166666666667,0.22,0.045
Zimbabwe,1993,20.541083333333336,16.032,1.476
Bulgaria,1978,10.381452380952382,81.207,9.214
Haiti,1969,26.885833333333334,0.315,0.069
Haiti,2000,26.6839,1.634,0.197
Sri Lanka,1980,27.45015740740741,3.36,0.226
Sri Lanka,1997,27.44321296296296,7.401,0.406
Sri Lanka,2009,27.506111111111114,12.572,0.606
Nicaragua,1982,27.296458333333334,2.11,0.614
Nicaragua,2003,27.823625000000003,4.31,0.827
Zambia,2002,21.971458333333334,1.961,0.184
Zambia,2003,21.733010416666662,2.074,0.189
Zambia,2011,21.399895833333332,3.379,0.234
Taiwan,2008,22.47084722222222,266.975,11.564
Bolivia,2000,11.644416666666666,8.442,0.981
Guinea,1982,25.65908333333333,0.982,0.187
Guinea,2009,26.433145833333327,2.092,0.206
Tajikistan,1975,9.049500000000002,9.873,2.878
Guatemala,1987,19.79058333333333,3.912,0.472
Finland,1968,3.2644666666666664,33.281,7.192
Sierra Leone,1991,26.257166666666674,0.557,0.131
Sierra Leone,1997,26.289083333333334,0.205,0.048
Sierra Leone,2004,26.553695652173914,0.52,0.097
Guyana,1992,27.129916666666663,1.041,1.388
Uganda,1962,23.828222222222227,0.428,0.053
Armenia,2011,8.926916666666667,4.969,1.7
Dominican Republic,2005,26.842972222222222,17.852,1.935
Lithuania,1960,6.330099999999999,14.922,5.389
Rwanda,1964,18.985333333333333,0.037,0.011
Rwanda,2001,19.497333333333334,0.519,0.063
Jamaica,2006,27.348750000000003,11.574,4.285
Togo,1962,26.56866666666666,0.088,0.051
Togo,1968,26.64091666666667,0.194,0.093
Togo,1997,27.017625,0.879,0.186
Niger,1974,27.90941666666667,0.288,0.056
Uruguay,1987,17.935875,3.549,1.164
Uruguay,2013,17.05325,7.491,2.239
Chad,1964,27.019833333333334,0.099,0.03
Panama,1982,27.2085,3.265,1.591
Suriname,1999,27.06816666666667,2.123,4.547
Cambodia,1977,27.18975,0.048,0.008
Cambodia,1984,27.087833333333332,0.41,0.07
Montenegro,1999,11.262416666666667,1.365,2.153
Mauritius,1981,23.817083333333333,0.542,0.559
Mauritius,2004,24.25458333333333,3.089,2.471
Papua New Guinea,1961,24.654083333333332,0.202,0.098
Croatia,2005,10.685194444444445,23.296,5.4
Oman,1966,25.715000000000003,0.029,0.049
Oman,1995,25.671909090909097,18.816,8.873
Costa Rica,1990,25.49983333333333,2.909,0.932
Costa Rica,1993,25.553583333333336,3.881,1.153
Hong Kong,1988,21.474500000000003,29.285,5.31
Hong Kong,2010,21.802083333333332,40.063,5.641
Estonia,1993,4.994333333333332,19.433,12.918
Mongolia,1966,-3.4010833333333337,1.953,1.678
Mongolia,2005,-2.36375,8.515,3.322
Denmark,1976,7.998500000000001,60.057,11.839
Kazakhstan,1977,5.25418994413408,212.883,14.832
Kazakhstan,2001,5.961072625698324,138.036,8.862
Kazakhstan,2006,5.927599999999999,219.633,13.639
Spain,1967,14.605316666666665,86.394,2.632
Spain,1985,15.017969999999998,199.943,5.18
Nigeria,2013,27.57832911392406,117.401,0.648
Iran,1994,15.753542929292934,264.822,4.305
Canada,1969,5.111473333333335,307.119,14.599
Canada,1988,5.87419,455.673,16.922
Saudi Arabia,1972,24.716674698795174,70.281,17.994
Saudi Arabia,1977,25.393409638554214,118.069,23.228
Japan,1979,14.486482857142834,957.147,8.144
Japan,1981,13.014779047619033,930.377,7.819
United States,2012,15.95926361867706,5331.467,16.812
Benin,1995,27.426,0.956,0.154
United Arab Emirates,1966,26.760499999999997,0.026,0.147
United Arab Emirates,1970,27.235249999999994,15.235,53.166
United Arab Emirates,2004,28.068500000000004,112.469,25.394
Mexico,1998,21.132481099656342,381.102,3.987
Venezuela,1975,25.49983125,63.754,4.824
Venezuela,2000,25.738329166666663,142.902,5.826
Ghana,1999,26.76069444444445,5.613,0.293
Ethiopia,1993,20.540673469387755,2.994,0.056
Yemen,1975,26.031625,2.169,0.267
Morocco,1993,17.136074999999998,26.782,1.046
Morocco,2000,18.173725,33.199,1.168
Pakistan,1995,24.425877118644078,83.614,0.621
France,1977,10.580993055555556,511.269,9.611
